iter	Logloss
124	0.5982864275
125	0.5981709968
126	0.5981274354
127	0.5980899724
128	0.5980299178
129	0.5979877122
130	0.597923897
131	0.5978933056
132	0.5978239105
133	0.5977803919
134	0.5976932134
135	0.5976620855
136	0.5976307897
137	0.5975944209
138	0.5975670736
139	0.5975324598
140	0.5974987905
141	0.597454132
142	0.5973551266
143	0.5972513407
144	0.5972268279
145	0.5971805435
146	0.5971577515
147	0.5971342381
148	0.5970914869
149	0.5970637292
150	0.5970365258
151	0.5969744996
152	0.5969450338
153	0.5969059199
154	0.5968753181
155	0.5968448708
156	0.5968131693
157	0.5967900783
158	0.59672759
159	0.596642931
160	0.5966251196
161	0.5965847614
162	0.5965628364
163	0.5965108195
164	0.5964735187
165	0.5964517923
166	0.5964248887
167	0.5964091828
168	0.5963256999
169	0.5963044807
170	0.59622886
171	0.596203031
172	0.5961821946
173	0.596163741
174	0.596142122
175	0.5961129926
176	0.5960937037
177	0.5960578484
178	0.5960390662
179	0.5960171208
180	0.5959554587
181	0.5959212957
182	0.59590474
183	0.59587152
184	0.5958424645
185	0.5957957966
186	0.5957711666
187	0.5957386541
188	0.5957206093
189	0.5956847692
190	0.5956572758
191	0.5956288304
192	0.5955469493
193	0.5955210835
194	0.5954993022
195	0.5954399331
196	0.5954261374
197	0.5954078387
198	0.595386896
199	0.5953742481
200	0.5953393861
201	0.5953235317
202	0.5953055621
203	0.5952022012
204	0.5951906913
205	0.5951714507
206	0.595139428
207	0.5951218154
208	0.5951078455
209	0.5950880747
210	0.5950740171
211	0.5950581038
212	0.595017453
213	0.5949983654
214	0.5949660352
215	0.594943137
216	0.5949257132
217	0.5948978356
218	0.5948768292
219	0.5948641268
220	0.5948417257
221	0.5948301041
222	0.5947730068
223	0.5947258211
224	0.5947136382
225	0.5947016099
226	0.594686189
227	0.5946605311
228	0.5946444114
229	0.5946206468
230	0.5945910167
231	0.5945781235
232	0.5945643258
233	0.5945559893
234	0.5945450522
235	0.594462546
236	0.5944465768
237	0.594403422
238	0.5943900125
239	0.5943756688
240	0.5943610253
241	0.5943505176
242	0.5943079933
243	0.5942737566
244	0.5942443839
245	0.5942193917
246	0.5941979499
247	0.5941586072
248	0.5941004075
249	0.5940892366
250	0.5940701455
251	0.5940343271
252	0.5940203766
253	0.5939890431
254	0.5939790867
255	0.5939680057
256	0.5939390291
257	0.5939113668
258	0.5939006082
259	0.5938622713
260	0.5938073707
261	0.5937934633
262	0.5937497275
263	0.5937314742
264	0.5937199677
265	0.5936836791
266	0.5936634085
267	0.5936479716
268	0.5936140828
269	0.5936063232
270	0.5935924757
271	0.5935793274
272	0.5935430073
273	0.5935154643
274	0.5935002888
275	0.5934640329
276	0.5934542634
277	0.5934432005
278	0.5934362029
279	0.5934119458
280	0.5933823539
281	0.5933669093
282	0.5933518299
283	0.5933412596
284	0.5933286348
285	0.5933179284
286	0.5932488343
287	0.5932396845
288	0.593215177
289	0.593139281
290	0.5931164153
291	0.5930999294
292	0.5930765036
293	0.5930666619
294	0.5930183495
295	0.5930079513
296	0.5929837948
297	0.59296912
298	0.5929554594
299	0.5929477992
300	0.5929402515
301	0.5929078371
302	0.5928992438
303	0.5928759361
304	0.5928328763
305	0.592822532
306	0.5927955445
307	0.5927751122
308	0.5927651905
309	0.5927431638
310	0.5927343704
311	0.5927047755
312	0.5926844804
313	0.5926560862
314	0.592646552
315	0.5926353457
316	0.5926248258
317	0.5926151645
318	0.5926045054
319	0.5925760312
320	0.5925652719
321	0.5925259949
322	0.5925161478
323	0.5925041533
324	0.5924937479
325	0.5924761323
326	0.5924114871
327	0.5924030645
328	0.5923814773
329	0.5923617506
330	0.5923544638
331	0.5923457707
332	0.592323285
333	0.5923124717
334	0.5923034448
335	0.5922925407
336	0.5922694446
337	0.5922609076
338	0.5922044164
339	0.5921882336
340	0.5921621565
341	0.5921509645
342	0.5921421857
343	0.5921152644
344	0.5920912725
345	0.5920742161
346	0.5920676112
347	0.5920312656
348	0.5920185952
349	0.5919593298
350	0.591952507
351	0.5919309478
352	0.591922912
353	0.5919159473
354	0.591909642
355	0.591898507
356	0.5918784568
357	0.5918195905
358	0.5918098114
359	0.5917959516
360	0.5917882101
361	0.591770094
362	0.5917501887
363	0.5916942207
364	0.591672978
365	0.591664251
366	0.5916292133
367	0.5916223754
368	0.5916128375
369	0.5915891982
370	0.5915779821
371	0.5915648918
372	0.5915480544
373	0.5914770968
374	0.5914696934
375	0.5914371115
376	0.5914204539
377	0.5914117301
378	0.5914018538
379	0.591392786
380	0.5913594818
381	0.5913296124
382	0.5912997285
383	0.5912932206
384	0.5912644319
385	0.5912559412
386	0.5912478966
387	0.5912415461
388	0.5912337355
389	0.5912221056
390	0.591210897
391	0.5912031176
392	0.5911666004
393	0.5911512139
394	0.5910996133
395	0.591080845
396	0.5910579639
397	0.5910077694
398	0.5909534752
399	0.5909447778
400	0.5909356983
401	0.590914845
402	0.5909018754
403	0.5908819886
404	0.5908742553
405	0.5908572723
406	0.5908417582
407	0.5908328578
408	0.5908251713
409	0.5908174061
410	0.5908069845
411	0.590785794
412	0.5907271846
413	0.5907074436
414	0.5906510994
415	0.5906427406
416	0.5906324217
417	0.5905989593
418	0.5905898285
419	0.5905732866
420	0.5905261042
421	0.5905186771
422	0.5905031621
423	0.5904581542
424	0.5904449632
425	0.5904367562
426	0.5903971988
427	0.590382384
428	0.5903707816
429	0.5903606167
430	0.5903274306
431	0.5903182388
432	0.5903101457
433	0.5902994269
434	0.5902516091
435	0.5902354008
436	0.5902242855
437	0.5901963184
438	0.5901801076
439	0.5901722326
440	0.5901153413
441	0.5900603289
442	0.5900449817
443	0.5899945102
444	0.589986134
445	0.5899786798
446	0.5899634134
447	0.5899572295
448	0.5899346802
449	0.5898931555
450	0.5898850441
451	0.5898684693
452	0.5898360627
453	0.5898134165
454	0.5898051339
455	0.5897703477
456	0.5897512572
457	0.589703155
458	0.5896907229
459	0.589682192
460	0.5896678291
461	0.5896499151
462	0.5896074746
463	0.5895686003
464	0.5895424393
465	0.5895299235
466	0.5894776001
467	0.5894400568
468	0.589430117
469	0.5894081969
470	0.5893993515
471	0.5893697101
472	0.5893516403
473	0.5893345275
474	0.5893163682
475	0.589309328
476	0.5892727438
477	0.5892495801
478	0.5892262548
479	0.5892168619
480	0.5891976215
481	0.5891813344
482	0.5891523911
483	0.5891389531
484	0.5891205383
485	0.5891127047
486	0.5890987624
487	0.5890888985
488	0.5890529336
489	0.5890318004
490	0.5890197405
491	0.5889847815
492	0.5889339056
493	0.5889212833
494	0.5888867398
495	0.5888513228
496	0.5888340958
497	0.5888264517
498	0.5887845868
499	0.588762304
500	0.5887516447
501	0.5887358849
502	0.5887265457
503	0.588708521
504	0.5886894966
505	0.5886606072
506	0.5886519798
507	0.5886317962
508	0.5886225611
509	0.5885919233
510	0.5885698784
511	0.5885523843
512	0.5885205898
513	0.5885040833
514	0.5884864411
515	0.5884762321
516	0.5884290523
517	0.5883981098
518	0.5883795487
519	0.5883364335
520	0.5883070591
521	0.588293699
522	0.5882506868
523	0.5882259459
524	0.5881982289
525	0.5881791054
526	0.5881667738
527	0.5881279956
528	0.5881078599
529	0.5880908849
530	0.5880794478
531	0.5880665537
532	0.58804547
533	0.5880356361
534	0.5880266012
535	0.5879958334
536	0.5879612349
537	0.5879449184
538	0.5879016055
539	0.5878879227
540	0.5878774447
541	0.5878689479
542	0.5878313206
543	0.5878234211
544	0.5878104903
545	0.587800805
546	0.5877622618
547	0.5877484808
548	0.5877398316
549	0.5876988796
550	0.5876899786
551	0.5876759685
552	0.5876601863
553	0.5876396543
554	0.5876190459
555	0.5876094325
556	0.5875941555
557	0.5875634577
558	0.5875485792
559	0.5875055456
560	0.5874751304
561	0.5874650971
562	0.5874404046
563	0.5874010997
564	0.5873861709
565	0.5873629572
566	0.5873530911
567	0.5873372847
568	0.5873263783
569	0.5873193197
570	0.5873001034
571	0.5872927976
572	0.5872572489
573	0.5872210106
574	0.5872047938
575	0.5871900537
576	0.5871814838
577	0.587166902
578	0.5871592998
579	0.587148108
580	0.5871376903
581	0.5871191
582	0.5870972813
583	0.587089339
584	0.5870619778
585	0.5870367141
586	0.5870236499
587	0.5870093185
588	0.5869873862
589	0.5869626447
590	0.586928882
591	0.5869198341
592	0.5868976742
593	0.5868878517
594	0.5868680418
595	0.5868538683
596	0.5868377225
597	0.5868188933
598	0.5868055173
599	0.5867956832
600	0.5867812362
601	0.5867576078
602	0.5867403114
603	0.5867324055
604	0.586720785
605	0.5867080513
606	0.5866932949
607	0.5866822417
608	0.586663834
609	0.5866499898
610	0.5866393069
611	0.5866264063
612	0.5866161377
613	0.5865983722
614	0.5865834516
615	0.5865672448
616	0.5865531457
617	0.5865395038
618	0.586529999
619	0.5865229121
620	0.5864948702
621	0.5864710482
622	0.5864631961
623	0.5864415763
624	0.586427849
625	0.5864026682
626	0.5863885986
627	0.5863695087
628	0.5863546429
629	0.5863315056
630	0.5863180698
631	0.586299813
632	0.586290525
633	0.5862589335
634	0.5862466205
635	0.5862357716
636	0.5862172968
637	0.5862078218
638	0.5861825573
639	0.5861572776
640	0.5861477435
641	0.5861276838
642	0.5861170023
643	0.5861051048
644	0.5860876667
645	0.5860793979
646	0.5860602444
647	0.5860503404
648	0.5860271876
649	0.5860157585
650	0.5860094673
651	0.5860008913
652	0.5859806622
653	0.5859722815
654	0.5859599928
655	0.5859354662
656	0.5859293213
657	0.5859211678
658	0.5859128951
659	0.5859048117
660	0.5858976429
661	0.5858834122
662	0.5858588206
663	0.5858433685
664	0.5858347253
665	0.5858154033
666	0.5858070333
667	0.5858017651
668	0.5857944129
669	0.585787611
670	0.5857825273
671	0.5857740542
672	0.5857630019
673	0.5857567662
674	0.5857512228
675	0.5857466362
676	0.5857287411
677	0.5857122883
678	0.5857043336
679	0.5856954763
680	0.5856865905
681	0.5856792843
682	0.585671188
683	0.5856623587
684	0.5856540707
685	0.5856247931
686	0.585616293
687	0.5856098187
688	0.5856010077
689	0.5855886275
690	0.5855734253
691	0.5855647631
692	0.5855597594
693	0.5855503262
694	0.5855233003
695	0.5855124524
696	0.5855036207
697	0.5854929639
698	0.5854762348
699	0.5854656383
700	0.5854529202
701	0.5854462415
702	0.5854382999
703	0.5854291926
704	0.585419187
705	0.5853953635
706	0.5853762626
707	0.5853664296
708	0.5853588969
709	0.5853533954
710	0.5853464187
711	0.585324071
712	0.5853154471
713	0.5853067756
714	0.5852980262
715	0.5852893931
716	0.5852819314
717	0.5852737454
718	0.5852641087
719	0.5852566302
720	0.5852462172
721	0.5852365963
722	0.5852274718
723	0.5852193361
724	0.5852108571
725	0.5852016442
726	0.5851945945
727	0.5851819446
728	0.5851583387
729	0.5851422967
730	0.5851359167
731	0.5851261257
732	0.5851191841
733	0.5851115835
734	0.585091289
735	0.5850864893
736	0.5850707959
737	0.5850599749
738	0.5850472442
739	0.5850365801
740	0.5850214871
741	0.5850137064
742	0.5850073333
743	0.5849875413
744	0.5849776072
745	0.5849665772
746	0.5849505401
747	0.5849393456
748	0.5849220736
749	0.5849147552
750	0.5849043447
751	0.5848979561
752	0.5848933449
753	0.5848769542
754	0.5848661325
755	0.5848507629
756	0.5848306791
757	0.5848221579
758	0.5848132927
759	0.5848025881
760	0.5847917496
761	0.5847814042
762	0.5847721033
763	0.5847662303
764	0.5847523694
765	0.5847461505
766	0.5847401731
767	0.5847324201
768	0.584723238
769	0.5847154277
770	0.5847037491
771	0.5846902933
772	0.584684648
773	0.584672864
774	0.5846566908
775	0.5846386603
776	0.5846290122
777	0.5846220807
778	0.5846171365
779	0.5846031964
780	0.5845938589
781	0.5845844393
782	0.5845767258
783	0.584567427
784	0.5845542933
785	0.5845331081
786	0.5845137233
787	0.5845005048
788	0.584490758
789	0.5844837283
790	0.58447471
791	0.5844663584
792	0.5844575225
793	0.584448653
794	0.5844398416
795	0.5844274821
796	0.5844149658
797	0.584409035
798	0.5843979658
799	0.5843916258
800	0.5843768878
801	0.5843593455
802	0.5843507003
803	0.5843353273
804	0.5843261813
805	0.5843092055
806	0.5843031121
807	0.584286439
808	0.584277021
809	0.5842689575
810	0.5842620391
811	0.5842525377
812	0.584236291
813	0.5842246793
814	0.5842171134
815	0.5841994701
816	0.5841908753
817	0.5841822194
818	0.5841711771
819	0.58416174
820	0.5841553966
821	0.5841465484
822	0.5841373639
823	0.5841261032
824	0.5841143759
825	0.5841031681
826	0.5840940955
827	0.5840888694
828	0.5840803144
829	0.5840703129
830	0.5840644452
831	0.5840567783
832	0.5840500638
833	0.5840429989
834	0.5840314569
835	0.584019639
836	0.5840125472
837	0.5840042811
838	0.5839962341
839	0.5839884331
840	0.5839784887
841	0.5839718536
842	0.5839569483
843	0.5839513789
844	0.5839436006
845	0.5839298781
846	0.5839233661
847	0.5839173099
848	0.5839052138
849	0.5838949667
850	0.5838885214
851	0.5838779236
852	0.5838724703
853	0.5838609245
854	0.583847504
855	0.5838388912
856	0.5838302662
857	0.5838220159
858	0.5838085455
859	0.5837936839
860	0.5837785825
861	0.5837649392
862	0.5837572709
863	0.58374964
864	0.5837414539
865	0.5837331669
866	0.5837244385
867	0.5837143199
868	0.5836968872
869	0.583676837
870	0.5836693406
871	0.5836554628
872	0.5836490167
873	0.5836413773
874	0.5836360707
875	0.5836299155
876	0.5836215122
877	0.5836095405
878	0.5836010414
879	0.5835878234
880	0.5835793169
881	0.5835694722
882	0.5835593021
883	0.5835518828
884	0.5835441572
885	0.5835355846
886	0.5835232111
887	0.5835130336
888	0.5835048988
889	0.583497809
890	0.5834920267
891	0.5834831987
892	0.5834740196
893	0.5834670185
894	0.5834524929
895	0.5834435197
896	0.5834362089
897	0.5834275441
898	0.5834179727
899	0.583409741
